sample_uid,dataset_source,patch_id,site_id,patch_type,label,rgb_path,lidar_path,rgb_width,rgb_height,lidar_width,lidar_height,has_rgb_world_file,has_lidar_world_file,status
exports_qgis_auto:site14_neg_auto03,exports_qgis_auto,site14_neg_auto03,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto03.png,data\exports_qgis_auto\lidar\site14_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_neg_auto04,exports_qgis_auto,site14_neg_auto04,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto04.png,data\exports_qgis_auto\lidar\site14_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_neg_auto05,exports_qgis_auto,site14_neg_auto05,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto05.png,data\exports_qgis_auto\lidar\site14_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_neg_auto06,exports_qgis_auto,site14_neg_auto06,site14,neg,non_archeologique,data\exports_qgis_auto\rgb\site14_neg_auto06.png,data\exports_qgis_auto\lidar\site14_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_patch,exports_qgis_auto,site14_patch,site14,patch,archeologique,data\exports_qgis_auto\rgb\site14_patch.png,data\exports_qgis_auto\lidar\site14_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site14_tres_large,exports_qgis_auto,site14_tres_large,site14,tres_large,archeologique,data\exports_qgis_auto\rgb\site14_tres_large.png,data\exports_qgis_auto\lidar\site14_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_large,exports_qgis_auto,site15_large,site15,large,archeologique,data\exports_qgis_auto\rgb\site15_large.png,data\exports_qgis_auto\lidar\site15_large_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto01,exports_qgis_auto,site15_neg_auto01,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto01.png,data\exports_qgis_auto\lidar\site15_neg_auto01_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto02,exports_qgis_auto,site15_neg_auto02,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto02.png,data\exports_qgis_auto\lidar\site15_neg_auto02_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto03,exports_qgis_auto,site15_neg_auto03,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto03.png,data\exports_qgis_auto\lidar\site15_neg_auto03_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto04,exports_qgis_auto,site15_neg_auto04,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto04.png,data\exports_qgis_auto\lidar\site15_neg_auto04_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto05,exports_qgis_auto,site15_neg_auto05,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto05.png,data\exports_qgis_auto\lidar\site15_neg_auto05_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_neg_auto06,exports_qgis_auto,site15_neg_auto06,site15,neg,non_archeologique,data\exports_qgis_auto\rgb\site15_neg_auto06.png,data\exports_qgis_auto\lidar\site15_neg_auto06_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_patch,exports_qgis_auto,site15_patch,site15,patch,archeologique,data\exports_qgis_auto\rgb\site15_patch.png,data\exports_qgis_auto\lidar\site15_patch_lidar.png,3507,2480,3507,2480,True,True,ok
exports_qgis_auto:site15_tres_large,exports_qgis_auto,site15_tres_large,site15,tres_large,archeologique,data\exports_qgis_auto\rgb\site15_tres_large.png,data\exports_qgis_auto\lidar\site15_tres_large_lidar.png,3507,2480,3507,2480,True,True,ok
