sample_uid,dataset_source,patch_id,site_id,patch_type,true_label,predicted_label,probability_archeologique,confidence,error_type,rgb_path,lidar_path
exports_qgis_auto:site10_neg_auto01,exports_qgis_auto,site10_neg_auto01,site10,neg,non_archeologique,non_archeologique,0.011010,0.988990,correct,data\exports_qgis_auto\rgb\site10_neg_auto01.png,data\exports_qgis_auto\lidar\site10_neg_auto01_lidar.png
exports_qgis_auto:site10_neg_auto02,exports_qgis_auto,site10_neg_auto02,site10,neg,non_archeologique,non_archeologique,0.017945,0.982055,correct,data\exports_qgis_auto\rgb\site10_neg_auto02.png,data\exports_qgis_auto\lidar\site10_neg_auto02_lidar.png
exports_qgis_auto:site10_neg_auto03,exports_qgis_auto,site10_neg_auto03,site10,neg,non_archeologique,non_archeologique,0.055708,0.944292,correct,data\exports_qgis_auto\rgb\site10_neg_auto03.png,data\exports_qgis_auto\lidar\site10_neg_auto03_lidar.png
exports_qgis_auto:site10_neg_auto04,exports_qgis_auto,site10_neg_auto04,site10,neg,non_archeologique,non_archeologique,0.057213,0.942787,correct,data\exports_qgis_auto\rgb\site10_neg_auto04.png,data\exports_qgis_auto\lidar\site10_neg_auto04_lidar.png
exports_qgis_auto:site10_neg_auto05,exports_qgis_auto,site10_neg_auto05,site10,neg,non_archeologique,non_archeologique,0.014368,0.985632,correct,data\exports_qgis_auto\rgb\site10_neg_auto05.png,data\exports_qgis_auto\lidar\site10_neg_auto05_lidar.png
exports_qgis_auto:site10_neg_auto06,exports_qgis_auto,site10_neg_auto06,site10,neg,non_archeologique,non_archeologique,0.066935,0.933065,correct,data\exports_qgis_auto\rgb\site10_neg_auto06.png,data\exports_qgis_auto\lidar\site10_neg_auto06_lidar.png
exports_qgis_auto:site10_patch,exports_qgis_auto,site10_patch,site10,patch,archeologique,archeologique,0.937189,0.937189,correct,data\exports_qgis_auto\rgb\site10_patch.png,data\exports_qgis_auto\lidar\site10_patch_lidar.png
exports_qgis_auto:site11_large,exports_qgis_auto,site11_large,site11,large,archeologique,non_archeologique,0.167656,0.832344,false_negative,data\exports_qgis_auto\rgb\site11_large.png,data\exports_qgis_auto\lidar\site11_large_lidar.png
exports_qgis_auto:site11_neg_auto01,exports_qgis_auto,site11_neg_auto01,site11,neg,non_archeologique,non_archeologique,0.073229,0.926771,correct,data\exports_qgis_auto\rgb\site11_neg_auto01.png,data\exports_qgis_auto\lidar\site11_neg_auto01_lidar.png
exports_qgis_auto:site11_neg_auto02,exports_qgis_auto,site11_neg_auto02,site11,neg,non_archeologique,non_archeologique,0.040795,0.959205,correct,data\exports_qgis_auto\rgb\site11_neg_auto02.png,data\exports_qgis_auto\lidar\site11_neg_auto02_lidar.png
exports_qgis_auto:site11_neg_auto03,exports_qgis_auto,site11_neg_auto03,site11,neg,non_archeologique,non_archeologique,0.313868,0.686132,correct,data\exports_qgis_auto\rgb\site11_neg_auto03.png,data\exports_qgis_auto\lidar\site11_neg_auto03_lidar.png
exports_qgis_auto:site11_neg_auto04,exports_qgis_auto,site11_neg_auto04,site11,neg,non_archeologique,non_archeologique,0.197612,0.802388,correct,data\exports_qgis_auto\rgb\site11_neg_auto04.png,data\exports_qgis_auto\lidar\site11_neg_auto04_lidar.png
exports_qgis_auto:site11_neg_auto05,exports_qgis_auto,site11_neg_auto05,site11,neg,non_archeologique,non_archeologique,0.021978,0.978022,correct,data\exports_qgis_auto\rgb\site11_neg_auto05.png,data\exports_qgis_auto\lidar\site11_neg_auto05_lidar.png
exports_qgis_auto:site11_neg_auto06,exports_qgis_auto,site11_neg_auto06,site11,neg,non_archeologique,non_archeologique,0.033171,0.966829,correct,data\exports_qgis_auto\rgb\site11_neg_auto06.png,data\exports_qgis_auto\lidar\site11_neg_auto06_lidar.png
exports_qgis_auto:site11_patch,exports_qgis_auto,site11_patch,site11,patch,archeologique,archeologique,0.899920,0.899920,correct,data\exports_qgis_auto\rgb\site11_patch.png,data\exports_qgis_auto\lidar\site11_patch_lidar.png
exports_qgis_auto:site12_large,exports_qgis_auto,site12_large,site12,large,archeologique,non_archeologique,0.385308,0.614692,false_negative,data\exports_qgis_auto\rgb\site12_large.png,data\exports_qgis_auto\lidar\site12_large_lidar.png
exports_qgis_auto:site12_neg_auto01,exports_qgis_auto,site12_neg_auto01,site12,neg,non_archeologique,non_archeologique,0.085167,0.914833,correct,data\exports_qgis_auto\rgb\site12_neg_auto01.png,data\exports_qgis_auto\lidar\site12_neg_auto01_lidar.png
exports_qgis_auto:site12_neg_auto02,exports_qgis_auto,site12_neg_auto02,site12,neg,non_archeologique,non_archeologique,0.025697,0.974303,correct,data\exports_qgis_auto\rgb\site12_neg_auto02.png,data\exports_qgis_auto\lidar\site12_neg_auto02_lidar.png
exports_qgis_auto:site12_neg_auto03,exports_qgis_auto,site12_neg_auto03,site12,neg,non_archeologique,archeologique,0.758394,0.758394,false_positive,data\exports_qgis_auto\rgb\site12_neg_auto03.png,data\exports_qgis_auto\lidar\site12_neg_auto03_lidar.png
exports_qgis_auto:site12_neg_auto04,exports_qgis_auto,site12_neg_auto04,site12,neg,non_archeologique,non_archeologique,0.034671,0.965329,correct,data\exports_qgis_auto\rgb\site12_neg_auto04.png,data\exports_qgis_auto\lidar\site12_neg_auto04_lidar.png
exports_qgis_auto:site12_neg_auto05,exports_qgis_auto,site12_neg_auto05,site12,neg,non_archeologique,non_archeologique,0.100025,0.899975,correct,data\exports_qgis_auto\rgb\site12_neg_auto05.png,data\exports_qgis_auto\lidar\site12_neg_auto05_lidar.png
exports_qgis_auto:site12_neg_auto06,exports_qgis_auto,site12_neg_auto06,site12,neg,non_archeologique,non_archeologique,0.003906,0.996094,correct,data\exports_qgis_auto\rgb\site12_neg_auto06.png,data\exports_qgis_auto\lidar\site12_neg_auto06_lidar.png
exports_qgis_auto:site12_patch,exports_qgis_auto,site12_patch,site12,patch,archeologique,archeologique,0.592602,0.592602,correct,data\exports_qgis_auto\rgb\site12_patch.png,data\exports_qgis_auto\lidar\site12_patch_lidar.png
exports_qgis_auto:site13_large,exports_qgis_auto,site13_large,site13,large,archeologique,archeologique,0.526111,0.526111,correct,data\exports_qgis_auto\rgb\site13_large.png,data\exports_qgis_auto\lidar\site13_large_lidar.png
exports_qgis_auto:site13_neg_auto01,exports_qgis_auto,site13_neg_auto01,site13,neg,non_archeologique,non_archeologique,0.166073,0.833927,correct,data\exports_qgis_auto\rgb\site13_neg_auto01.png,data\exports_qgis_auto\lidar\site13_neg_auto01_lidar.png
exports_qgis_auto:site13_neg_auto02,exports_qgis_auto,site13_neg_auto02,site13,neg,non_archeologique,non_archeologique,0.159917,0.840083,correct,data\exports_qgis_auto\rgb\site13_neg_auto02.png,data\exports_qgis_auto\lidar\site13_neg_auto02_lidar.png
exports_qgis_auto:site13_neg_auto03,exports_qgis_auto,site13_neg_auto03,site13,neg,non_archeologique,archeologique,0.500180,0.500180,false_positive,data\exports_qgis_auto\rgb\site13_neg_auto03.png,data\exports_qgis_auto\lidar\site13_neg_auto03_lidar.png
exports_qgis_auto:site13_neg_auto04,exports_qgis_auto,site13_neg_auto04,site13,neg,non_archeologique,non_archeologique,0.349689,0.650311,correct,data\exports_qgis_auto\rgb\site13_neg_auto04.png,data\exports_qgis_auto\lidar\site13_neg_auto04_lidar.png
exports_qgis_auto:site13_neg_auto05,exports_qgis_auto,site13_neg_auto05,site13,neg,non_archeologique,non_archeologique,0.361791,0.638209,correct,data\exports_qgis_auto\rgb\site13_neg_auto05.png,data\exports_qgis_auto\lidar\site13_neg_auto05_lidar.png
exports_qgis_auto:site13_neg_auto06,exports_qgis_auto,site13_neg_auto06,site13,neg,non_archeologique,non_archeologique,0.149991,0.850009,correct,data\exports_qgis_auto\rgb\site13_neg_auto06.png,data\exports_qgis_auto\lidar\site13_neg_auto06_lidar.png
exports_qgis_auto:site13_patch,exports_qgis_auto,site13_patch,site13,patch,archeologique,archeologique,0.846524,0.846524,correct,data\exports_qgis_auto\rgb\site13_patch.png,data\exports_qgis_auto\lidar\site13_patch_lidar.png
exports_qgis_auto:site14_large,exports_qgis_auto,site14_large,site14,large,archeologique,archeologique,0.696330,0.696330,correct,data\exports_qgis_auto\rgb\site14_large.png,data\exports_qgis_auto\lidar\site14_large_lidar.png
exports_qgis_auto:site14_neg_auto01,exports_qgis_auto,site14_neg_auto01,site14,neg,non_archeologique,non_archeologique,0.041465,0.958535,correct,data\exports_qgis_auto\rgb\site14_neg_auto01.png,data\exports_qgis_auto\lidar\site14_neg_auto01_lidar.png
exports_qgis_auto:site14_neg_auto02,exports_qgis_auto,site14_neg_auto02,site14,neg,non_archeologique,non_archeologique,0.365847,0.634153,correct,data\exports_qgis_auto\rgb\site14_neg_auto02.png,data\exports_qgis_auto\lidar\site14_neg_auto02_lidar.png
exports_qgis_auto:site14_neg_auto03,exports_qgis_auto,site14_neg_auto03,site14,neg,non_archeologique,non_archeologique,0.080783,0.919217,correct,data\exports_qgis_auto\rgb\site14_neg_auto03.png,data\exports_qgis_auto\lidar\site14_neg_auto03_lidar.png
exports_qgis_auto:site14_neg_auto04,exports_qgis_auto,site14_neg_auto04,site14,neg,non_archeologique,non_archeologique,0.044931,0.955069,correct,data\exports_qgis_auto\rgb\site14_neg_auto04.png,data\exports_qgis_auto\lidar\site14_neg_auto04_lidar.png
exports_qgis_auto:site14_neg_auto05,exports_qgis_auto,site14_neg_auto05,site14,neg,non_archeologique,non_archeologique,0.186034,0.813966,correct,data\exports_qgis_auto\rgb\site14_neg_auto05.png,data\exports_qgis_auto\lidar\site14_neg_auto05_lidar.png
exports_qgis_auto:site14_neg_auto06,exports_qgis_auto,site14_neg_auto06,site14,neg,non_archeologique,archeologique,0.461471,0.538529,false_positive,data\exports_qgis_auto\rgb\site14_neg_auto06.png,data\exports_qgis_auto\lidar\site14_neg_auto06_lidar.png
exports_qgis_auto:site14_patch,exports_qgis_auto,site14_patch,site14,patch,archeologique,archeologique,0.620426,0.620426,correct,data\exports_qgis_auto\rgb\site14_patch.png,data\exports_qgis_auto\lidar\site14_patch_lidar.png
exports_qgis_auto:site15_large,exports_qgis_auto,site15_large,site15,large,archeologique,non_archeologique,0.133005,0.866995,false_negative,data\exports_qgis_auto\rgb\site15_large.png,data\exports_qgis_auto\lidar\site15_large_lidar.png
exports_qgis_auto:site15_neg_auto01,exports_qgis_auto,site15_neg_auto01,site15,neg,non_archeologique,non_archeologique,0.023414,0.976586,correct,data\exports_qgis_auto\rgb\site15_neg_auto01.png,data\exports_qgis_auto\lidar\site15_neg_auto01_lidar.png
exports_qgis_auto:site15_neg_auto02,exports_qgis_auto,site15_neg_auto02,site15,neg,non_archeologique,non_archeologique,0.045916,0.954084,correct,data\exports_qgis_auto\rgb\site15_neg_auto02.png,data\exports_qgis_auto\lidar\site15_neg_auto02_lidar.png
exports_qgis_auto:site15_neg_auto03,exports_qgis_auto,site15_neg_auto03,site15,neg,non_archeologique,non_archeologique,0.025759,0.974241,correct,data\exports_qgis_auto\rgb\site15_neg_auto03.png,data\exports_qgis_auto\lidar\site15_neg_auto03_lidar.png
exports_qgis_auto:site15_neg_auto04,exports_qgis_auto,site15_neg_auto04,site15,neg,non_archeologique,non_archeologique,0.054570,0.945430,correct,data\exports_qgis_auto\rgb\site15_neg_auto04.png,data\exports_qgis_auto\lidar\site15_neg_auto04_lidar.png
exports_qgis_auto:site15_neg_auto05,exports_qgis_auto,site15_neg_auto05,site15,neg,non_archeologique,non_archeologique,0.084419,0.915581,correct,data\exports_qgis_auto\rgb\site15_neg_auto05.png,data\exports_qgis_auto\lidar\site15_neg_auto05_lidar.png
exports_qgis_auto:site15_neg_auto06,exports_qgis_auto,site15_neg_auto06,site15,neg,non_archeologique,non_archeologique,0.037590,0.962410,correct,data\exports_qgis_auto\rgb\site15_neg_auto06.png,data\exports_qgis_auto\lidar\site15_neg_auto06_lidar.png
exports_qgis_auto:site15_patch,exports_qgis_auto,site15_patch,site15,patch,archeologique,non_archeologique,0.111679,0.888321,false_negative,data\exports_qgis_auto\rgb\site15_patch.png,data\exports_qgis_auto\lidar\site15_patch_lidar.png
