sample_uid,dataset_source,patch_id,site_id,patch_type,true_label,predicted_label,probability_archeologique,confidence,error_type,rgb_path,lidar_path
exports_qgis_auto:site10_neg_auto01,exports_qgis_auto,site10_neg_auto01,site10,neg,non_archeologique,non_archeologique,0.000021,0.999979,correct,data\exports_qgis_auto\rgb\site10_neg_auto01.png,data\exports_qgis_auto\lidar\site10_neg_auto01_lidar.png
exports_qgis_auto:site10_neg_auto02,exports_qgis_auto,site10_neg_auto02,site10,neg,non_archeologique,non_archeologique,0.000007,0.999993,correct,data\exports_qgis_auto\rgb\site10_neg_auto02.png,data\exports_qgis_auto\lidar\site10_neg_auto02_lidar.png
exports_qgis_auto:site10_neg_auto03,exports_qgis_auto,site10_neg_auto03,site10,neg,non_archeologique,non_archeologique,0.000210,0.999790,correct,data\exports_qgis_auto\rgb\site10_neg_auto03.png,data\exports_qgis_auto\lidar\site10_neg_auto03_lidar.png
exports_qgis_auto:site10_neg_auto04,exports_qgis_auto,site10_neg_auto04,site10,neg,non_archeologique,non_archeologique,0.001542,0.998458,correct,data\exports_qgis_auto\rgb\site10_neg_auto04.png,data\exports_qgis_auto\lidar\site10_neg_auto04_lidar.png
exports_qgis_auto:site10_neg_auto05,exports_qgis_auto,site10_neg_auto05,site10,neg,non_archeologique,non_archeologique,0.000015,0.999985,correct,data\exports_qgis_auto\rgb\site10_neg_auto05.png,data\exports_qgis_auto\lidar\site10_neg_auto05_lidar.png
exports_qgis_auto:site10_neg_auto06,exports_qgis_auto,site10_neg_auto06,site10,neg,non_archeologique,non_archeologique,0.001003,0.998997,correct,data\exports_qgis_auto\rgb\site10_neg_auto06.png,data\exports_qgis_auto\lidar\site10_neg_auto06_lidar.png
exports_qgis_auto:site10_patch,exports_qgis_auto,site10_patch,site10,patch,archeologique,archeologique,0.999745,0.999745,correct,data\exports_qgis_auto\rgb\site10_patch.png,data\exports_qgis_auto\lidar\site10_patch_lidar.png
exports_qgis_auto:site11_large,exports_qgis_auto,site11_large,site11,large,archeologique,non_archeologique,0.008603,0.991397,false_negative,data\exports_qgis_auto\rgb\site11_large.png,data\exports_qgis_auto\lidar\site11_large_lidar.png
exports_qgis_auto:site11_neg_auto01,exports_qgis_auto,site11_neg_auto01,site11,neg,non_archeologique,non_archeologique,0.001646,0.998354,correct,data\exports_qgis_auto\rgb\site11_neg_auto01.png,data\exports_qgis_auto\lidar\site11_neg_auto01_lidar.png
exports_qgis_auto:site11_neg_auto02,exports_qgis_auto,site11_neg_auto02,site11,neg,non_archeologique,non_archeologique,0.004000,0.996000,correct,data\exports_qgis_auto\rgb\site11_neg_auto02.png,data\exports_qgis_auto\lidar\site11_neg_auto02_lidar.png
exports_qgis_auto:site11_neg_auto03,exports_qgis_auto,site11_neg_auto03,site11,neg,non_archeologique,non_archeologique,0.058332,0.941668,correct,data\exports_qgis_auto\rgb\site11_neg_auto03.png,data\exports_qgis_auto\lidar\site11_neg_auto03_lidar.png
exports_qgis_auto:site11_neg_auto04,exports_qgis_auto,site11_neg_auto04,site11,neg,non_archeologique,non_archeologique,0.075944,0.924056,correct,data\exports_qgis_auto\rgb\site11_neg_auto04.png,data\exports_qgis_auto\lidar\site11_neg_auto04_lidar.png
exports_qgis_auto:site11_neg_auto05,exports_qgis_auto,site11_neg_auto05,site11,neg,non_archeologique,non_archeologique,0.000077,0.999923,correct,data\exports_qgis_auto\rgb\site11_neg_auto05.png,data\exports_qgis_auto\lidar\site11_neg_auto05_lidar.png
exports_qgis_auto:site11_neg_auto06,exports_qgis_auto,site11_neg_auto06,site11,neg,non_archeologique,non_archeologique,0.000097,0.999903,correct,data\exports_qgis_auto\rgb\site11_neg_auto06.png,data\exports_qgis_auto\lidar\site11_neg_auto06_lidar.png
exports_qgis_auto:site11_patch,exports_qgis_auto,site11_patch,site11,patch,archeologique,archeologique,0.998179,0.998179,correct,data\exports_qgis_auto\rgb\site11_patch.png,data\exports_qgis_auto\lidar\site11_patch_lidar.png
exports_qgis_auto:site12_large,exports_qgis_auto,site12_large,site12,large,archeologique,archeologique,0.590268,0.590268,correct,data\exports_qgis_auto\rgb\site12_large.png,data\exports_qgis_auto\lidar\site12_large_lidar.png
exports_qgis_auto:site12_neg_auto01,exports_qgis_auto,site12_neg_auto01,site12,neg,non_archeologique,non_archeologique,0.008025,0.991975,correct,data\exports_qgis_auto\rgb\site12_neg_auto01.png,data\exports_qgis_auto\lidar\site12_neg_auto01_lidar.png
exports_qgis_auto:site12_neg_auto02,exports_qgis_auto,site12_neg_auto02,site12,neg,non_archeologique,non_archeologique,0.000043,0.999957,correct,data\exports_qgis_auto\rgb\site12_neg_auto02.png,data\exports_qgis_auto\lidar\site12_neg_auto02_lidar.png
exports_qgis_auto:site12_neg_auto03,exports_qgis_auto,site12_neg_auto03,site12,neg,non_archeologique,archeologique,0.999928,0.999928,false_positive,data\exports_qgis_auto\rgb\site12_neg_auto03.png,data\exports_qgis_auto\lidar\site12_neg_auto03_lidar.png
exports_qgis_auto:site12_neg_auto04,exports_qgis_auto,site12_neg_auto04,site12,neg,non_archeologique,non_archeologique,0.000063,0.999937,correct,data\exports_qgis_auto\rgb\site12_neg_auto04.png,data\exports_qgis_auto\lidar\site12_neg_auto04_lidar.png
exports_qgis_auto:site12_neg_auto05,exports_qgis_auto,site12_neg_auto05,site12,neg,non_archeologique,non_archeologique,0.022627,0.977373,correct,data\exports_qgis_auto\rgb\site12_neg_auto05.png,data\exports_qgis_auto\lidar\site12_neg_auto05_lidar.png
exports_qgis_auto:site12_neg_auto06,exports_qgis_auto,site12_neg_auto06,site12,neg,non_archeologique,non_archeologique,0.000000,1.000000,correct,data\exports_qgis_auto\rgb\site12_neg_auto06.png,data\exports_qgis_auto\lidar\site12_neg_auto06_lidar.png
exports_qgis_auto:site12_patch,exports_qgis_auto,site12_patch,site12,patch,archeologique,non_archeologique,0.098870,0.901130,false_negative,data\exports_qgis_auto\rgb\site12_patch.png,data\exports_qgis_auto\lidar\site12_patch_lidar.png
exports_qgis_auto:site13_large,exports_qgis_auto,site13_large,site13,large,archeologique,non_archeologique,0.251751,0.748249,false_negative,data\exports_qgis_auto\rgb\site13_large.png,data\exports_qgis_auto\lidar\site13_large_lidar.png
exports_qgis_auto:site13_neg_auto01,exports_qgis_auto,site13_neg_auto01,site13,neg,non_archeologique,non_archeologique,0.011365,0.988635,correct,data\exports_qgis_auto\rgb\site13_neg_auto01.png,data\exports_qgis_auto\lidar\site13_neg_auto01_lidar.png
exports_qgis_auto:site13_neg_auto02,exports_qgis_auto,site13_neg_auto02,site13,neg,non_archeologique,non_archeologique,0.002439,0.997561,correct,data\exports_qgis_auto\rgb\site13_neg_auto02.png,data\exports_qgis_auto\lidar\site13_neg_auto02_lidar.png
exports_qgis_auto:site13_neg_auto03,exports_qgis_auto,site13_neg_auto03,site13,neg,non_archeologique,non_archeologique,0.034076,0.965924,correct,data\exports_qgis_auto\rgb\site13_neg_auto03.png,data\exports_qgis_auto\lidar\site13_neg_auto03_lidar.png
exports_qgis_auto:site13_neg_auto04,exports_qgis_auto,site13_neg_auto04,site13,neg,non_archeologique,non_archeologique,0.202179,0.797821,correct,data\exports_qgis_auto\rgb\site13_neg_auto04.png,data\exports_qgis_auto\lidar\site13_neg_auto04_lidar.png
exports_qgis_auto:site13_neg_auto05,exports_qgis_auto,site13_neg_auto05,site13,neg,non_archeologique,non_archeologique,0.069391,0.930609,correct,data\exports_qgis_auto\rgb\site13_neg_auto05.png,data\exports_qgis_auto\lidar\site13_neg_auto05_lidar.png
exports_qgis_auto:site13_neg_auto06,exports_qgis_auto,site13_neg_auto06,site13,neg,non_archeologique,non_archeologique,0.000617,0.999383,correct,data\exports_qgis_auto\rgb\site13_neg_auto06.png,data\exports_qgis_auto\lidar\site13_neg_auto06_lidar.png
exports_qgis_auto:site13_patch,exports_qgis_auto,site13_patch,site13,patch,archeologique,archeologique,0.739336,0.739336,correct,data\exports_qgis_auto\rgb\site13_patch.png,data\exports_qgis_auto\lidar\site13_patch_lidar.png
exports_qgis_auto:site14_large,exports_qgis_auto,site14_large,site14,large,archeologique,archeologique,0.912787,0.912787,correct,data\exports_qgis_auto\rgb\site14_large.png,data\exports_qgis_auto\lidar\site14_large_lidar.png
exports_qgis_auto:site14_neg_auto01,exports_qgis_auto,site14_neg_auto01,site14,neg,non_archeologique,non_archeologique,0.000009,0.999991,correct,data\exports_qgis_auto\rgb\site14_neg_auto01.png,data\exports_qgis_auto\lidar\site14_neg_auto01_lidar.png
exports_qgis_auto:site14_neg_auto02,exports_qgis_auto,site14_neg_auto02,site14,neg,non_archeologique,non_archeologique,0.038245,0.961755,correct,data\exports_qgis_auto\rgb\site14_neg_auto02.png,data\exports_qgis_auto\lidar\site14_neg_auto02_lidar.png
exports_qgis_auto:site14_neg_auto03,exports_qgis_auto,site14_neg_auto03,site14,neg,non_archeologique,non_archeologique,0.009198,0.990802,correct,data\exports_qgis_auto\rgb\site14_neg_auto03.png,data\exports_qgis_auto\lidar\site14_neg_auto03_lidar.png
exports_qgis_auto:site14_neg_auto04,exports_qgis_auto,site14_neg_auto04,site14,neg,non_archeologique,non_archeologique,0.003218,0.996782,correct,data\exports_qgis_auto\rgb\site14_neg_auto04.png,data\exports_qgis_auto\lidar\site14_neg_auto04_lidar.png
exports_qgis_auto:site14_neg_auto05,exports_qgis_auto,site14_neg_auto05,site14,neg,non_archeologique,non_archeologique,0.006620,0.993380,correct,data\exports_qgis_auto\rgb\site14_neg_auto05.png,data\exports_qgis_auto\lidar\site14_neg_auto05_lidar.png
exports_qgis_auto:site14_neg_auto06,exports_qgis_auto,site14_neg_auto06,site14,neg,non_archeologique,archeologique,0.715218,0.715218,false_positive,data\exports_qgis_auto\rgb\site14_neg_auto06.png,data\exports_qgis_auto\lidar\site14_neg_auto06_lidar.png
exports_qgis_auto:site14_patch,exports_qgis_auto,site14_patch,site14,patch,archeologique,archeologique,0.993005,0.993005,correct,data\exports_qgis_auto\rgb\site14_patch.png,data\exports_qgis_auto\lidar\site14_patch_lidar.png
exports_qgis_auto:site15_large,exports_qgis_auto,site15_large,site15,large,archeologique,non_archeologique,0.013982,0.986018,false_negative,data\exports_qgis_auto\rgb\site15_large.png,data\exports_qgis_auto\lidar\site15_large_lidar.png
exports_qgis_auto:site15_neg_auto01,exports_qgis_auto,site15_neg_auto01,site15,neg,non_archeologique,non_archeologique,0.000043,0.999957,correct,data\exports_qgis_auto\rgb\site15_neg_auto01.png,data\exports_qgis_auto\lidar\site15_neg_auto01_lidar.png
exports_qgis_auto:site15_neg_auto02,exports_qgis_auto,site15_neg_auto02,site15,neg,non_archeologique,non_archeologique,0.002259,0.997741,correct,data\exports_qgis_auto\rgb\site15_neg_auto02.png,data\exports_qgis_auto\lidar\site15_neg_auto02_lidar.png
exports_qgis_auto:site15_neg_auto03,exports_qgis_auto,site15_neg_auto03,site15,neg,non_archeologique,non_archeologique,0.000057,0.999943,correct,data\exports_qgis_auto\rgb\site15_neg_auto03.png,data\exports_qgis_auto\lidar\site15_neg_auto03_lidar.png
exports_qgis_auto:site15_neg_auto04,exports_qgis_auto,site15_neg_auto04,site15,neg,non_archeologique,non_archeologique,0.000496,0.999504,correct,data\exports_qgis_auto\rgb\site15_neg_auto04.png,data\exports_qgis_auto\lidar\site15_neg_auto04_lidar.png
exports_qgis_auto:site15_neg_auto05,exports_qgis_auto,site15_neg_auto05,site15,neg,non_archeologique,non_archeologique,0.004622,0.995378,correct,data\exports_qgis_auto\rgb\site15_neg_auto05.png,data\exports_qgis_auto\lidar\site15_neg_auto05_lidar.png
exports_qgis_auto:site15_neg_auto06,exports_qgis_auto,site15_neg_auto06,site15,neg,non_archeologique,non_archeologique,0.000283,0.999717,correct,data\exports_qgis_auto\rgb\site15_neg_auto06.png,data\exports_qgis_auto\lidar\site15_neg_auto06_lidar.png
exports_qgis_auto:site15_patch,exports_qgis_auto,site15_patch,site15,patch,archeologique,non_archeologique,0.132857,0.867143,false_negative,data\exports_qgis_auto\rgb\site15_patch.png,data\exports_qgis_auto\lidar\site15_patch_lidar.png
